Circuit,Initial time,Schedule time,Transfer time,Simulation time,Power consumption,Energy consumption,Tableau partitions,Tableau memory,Tableau step speed,Circuit memory,Average of parallel gates,Clifford gates
q222000,0.03,1145.29,0.00,31.88,40.22,1.28,1.00,11.48,360.04,2.04,0.00,156756.00
q223000,0.02,1127.27,0.00,32.16,41.32,1.33,1.00,11.58,360.20,2.05,0.00,157482.00
q224000,0.05,1138.13,0.00,34.33,41.79,1.43,1.00,11.68,340.33,2.06,0.00,158212.00
q225000,0.03,1151.80,0.00,34.54,41.86,1.45,1.00,11.79,341.32,2.07,0.00,158903.00
q226000,0.05,1213.38,0.00,34.91,40.67,1.42,1.00,11.90,340.79,2.08,0.00,159599.00
q227000,0.04,1222.16,0.00,33.32,40.07,1.34,1.00,12.00,360.14,2.09,0.00,160308.00
q228000,0.05,1237.04,0.00,33.55,41.82,1.40,1.00,12.11,360.85,2.10,0.00,160999.00
q229000,0.02,1227.81,0.00,33.74,40.20,1.36,1.00,12.22,362.11,2.11,0.00,161705.00
q230000,0.05,1251.00,0.00,33.78,40.22,1.36,1.00,12.32,364.68,2.12,0.00,162400.00
q231000,0.02,1273.81,0.00,34.17,40.35,1.38,1.00,12.43,363.73,2.12,0.00,163078.00
q232000,0.02,1274.15,0.00,34.64,40.38,1.40,1.00,12.53,361.73,2.13,0.00,163779.00
